ITEM_CODE,SALE_YMD
109174,20241001
109175,20240929
109175,20240930
109175,20241001
109176,20240929
109176,20240930
109176,20241001
109180,20241006
109180,20241007
109180,20241008
109251,20241006
109251,20241007
109251,20241008
109252,20241006
109252,20241007
109252,20241008
109329,20241013
109329,20241014
109329,20241015
109330,20241013
109330,20241014
109330,20241015
109333,20241013
109333,20241014
109333,20241015
109451,20241020
109451,20241021
109451,20241022
109481,20241020
109481,20241021
109481,20241022
109483,20241028
109483,20241029
109483,20241030
109501,20241020
109501,20241021
109501,20241022
109502,20241027
109502,20241028
109502,20241029
109503,20241020
109503,20241021
109503,20241022
109504,20241020
109504,20241021
109504,20241022
109505,20241020
109505,20241021
109505,20241022
109526,20241027
109526,20241028
109526,20241029
109527,20241027
109527,20241028
109527,20241029
109528,20241028
109528,20241029
109528,20241030
109529,20241029
109529,20241030
109529,20241031
109558,20241027
109558,20241028
109558,20241029
109559,20241027
109559,20241028
109559,20241029
109568,20241027
109568,20241028
109568,20241029
109571,20241125
109571,20241126
109571,20241127
109657,20241103
109657,20241104
109657,20241105
109659,20241103
109659,20241104
109659,20241105
109661,20241103
109661,20241104
109661,20241105
109662,20241103
109662,20241104
109662,20241105
109675,20241103
109675,20241104
109675,20241105
109676,20241103
109676,20241104
109676,20241105
109743,20241110
109743,20241111
109743,20241112
109752,20241110
109752,20241111
109752,20241112
109756,20241110
109756,20241111
109756,20241112
109757,20241110
109757,20241111
109757,20241112
109758,20241110
109758,20241111
109758,20241112
109815,20241117
109815,20241118
109815,20241119
109816,20241117
109816,20241118
109816,20241119
109821,20241110
109821,20241111
109821,20241112
109822,20241124
109822,20241125
109822,20241126
109823,20241215
109823,20241216
109823,20241217
109824,20241117
109824,20241118
109824,20241119
109965,20241117
109965,20241118
109965,20241119
111380,20241124
111380,20241125
111380,20241126
112411,20241124
112411,20241125
112411,20241126
112453,20241124
112453,20241125
112453,20241126
112582,20241124
112582,20241125
112582,20241126
112604,20241124
112604,20241125
112604,20241126
112641,20241124
112641,20241125
112641,20241126
112642,20241124
112642,20241125
112642,20241126
112643,20241124
112643,20241125
112643,20241126
112644,20241124
112644,20241125
112644,20241126
112736,20241124
112736,20241125
112736,20241126
112743,20241124
112743,20241125
112743,20241126
113190,20241215
113190,20241216
113190,20241217
113227,20241215
113227,20241216
113227,20241217
113399,20241215
113399,20241216
113399,20241217
113587,20241208
113587,20241209
113587,20241210
114381,20241201
114381,20241202
114381,20241203
114385,20241201
114385,20241202
114385,20241203
115326,20241124
115326,20241125
115326,20241126
115329,20241124
115329,20241125
115329,20241126
115336,20241124
115336,20241125
115336,20241126
115338,20241124
115338,20241125
115338,20241126
115349,20241201
115349,20241202
115349,20241203
115368,20241201
115368,20241202
115368,20241203
115401,20241201
115401,20241202
115401,20241203
115409,20241201
115409,20241202
115409,20241203
115410,20241201
115410,20241202
115410,20241203
115544,20241201
115544,20241202
115544,20241203
117098,20241208
117098,20241209
117098,20241210
117107,20241208
117107,20241209
117107,20241210
117123,20241208
117123,20241209
117123,20241210
117218,20241208
117218,20241209
117218,20241210
117263,20241229
117263,20241230
117263,20241231
117270,20241208
117270,20241209
117270,20241210
117877,20240128
117877,20240129
117877,20240130
118547,20241208
118547,20241209
118547,20241210
118919,20241222
118919,20241223
118919,20241224
122959,20241222
122959,20241223
122959,20241224
122963,20241215
122963,20241216
122963,20241217
122964,20241215
122964,20241216
122964,20241217
122965,20241215
122965,20241216
122965,20241217
122966,20241215
122966,20241216
122966,20241217
122975,20241215
122975,20241216
122975,20241217
123042,20241208
123042,20241209
123042,20241210
123043,20241222
123043,20241223
123043,20241224
123049,20241215
123049,20241216
123049,20241217
123058,20241215
123058,20241216
123058,20241217
123096,20241215
123096,20241216
123096,20241217
123113,20241220
123113,20241221
123113,20241222
123115,20241220
123115,20241221
123115,20241222
123116,20241220
123116,20241221
123116,20241222
123124,20241215
123124,20241216
123124,20241217
123133,20241222
123133,20241223
123133,20241224
123134,20241222
123134,20241223
123134,20241224
123135,20241222
123135,20241223
123135,20241224
123138,20241229
123138,20241230
123138,20241231
123139,20241222
123139,20241223
123139,20241224
123141,20241222
123141,20241223
123141,20241224
123148,20241222
123148,20241223
123148,20241224
123150,20241223
123150,20241224
123150,20241225
123151,20241222
123151,20241223
123151,20241224
123170,20241222
123170,20241223
123170,20241224
123296,20241229
123296,20241230
123296,20241231
123297,20241229
123297,20241230
123297,20241231
123301,20241229
123301,20241230
123301,20241231
123303,20241229
123303,20241230
123303,20241231
123307,20241229
123307,20241230
123307,20241231
123319,20241224
123319,20241225
123319,20241226
123320,20241229
123320,20241230
123320,20241231
123322,20241229
123322,20241230
123322,20241231
123323,20241223
123323,20241224
123323,20241225
123339,20241224
123339,20241225
123339,20241226
123341,20241224
123341,20241225
123341,20241226
123497,20241229
123497,20241230
123497,20241231
123549,20250112
123549,20250113
123549,20250114
123550,20250126
123550,20250127
123550,20250128
123551,20250112
123551,20250113
123551,20250114
123555,20250112
123555,20250113
123555,20250114
123557,20250119
123557,20250120
123557,20250121
123558,20250112
123558,20250113
123558,20250114
123608,20250119
123608,20250120
123608,20250121
123609,20250119
123609,20250120
123609,20250121
123629,20250119
123629,20250120
123629,20250121
123638,20250119
123638,20250120
123638,20250121
123640,20250119
123640,20250120
123640,20250121
123641,20250112
123641,20250113
123641,20250114
123642,20250119
123642,20250120
123642,20250121
123723,20250113
123723,20250114
123723,20250115
123724,20250113
123724,20250114
123724,20250115
123792,20250126
123792,20250127
123792,20250128
123808,20250126
123808,20250127
123808,20250128
123809,20250209
123809,20250210
123809,20250211
123845,20250126
123845,20250127
123845,20250128
123964,20250209
123964,20250210
123964,20250211
123970,20250209
123970,20250210
123970,20250211
123971,20250209
123971,20250210
123971,20250211
123998,20250203
123998,20250204
123998,20250205
124000,20250209
124000,20250210
124000,20250211
124040,20250127
124040,20250128
124040,20250129
124045,20250216
124045,20250217
124045,20250218
124046,20250216
124046,20250217
124046,20250218
124047,20250216
124047,20250217
124047,20250218
124048,20250216
124048,20250217
124048,20250218
124058,20250131
124058,20250201
124058,20250202
124130,20250216
124130,20250217
124130,20250218
124131,20250216
124131,20250217
124131,20250218
124132,20250216
124132,20250217
124132,20250218
124133,20250216
124133,20250217
124133,20250218
124135,20250216
124135,20250217
124135,20250218
124137,20250207
124137,20250208
124137,20250209
124140,20250216
124140,20250217
124140,20250218
124141,20250216
124141,20250217
124141,20250218
124142,20250209
124142,20250210
124142,20250211
124151,20250203
124151,20250204
124151,20250205
124158,20250207
124158,20250208
124158,20250209
124286,20250216
124286,20250217
124286,20250218
124290,20250223
124290,20250224
124290,20250225
124291,20250223
124291,20250224
124291,20250225
124292,20250302
124292,20250303
124292,20250304
124293,20250302
124293,20250303
124293,20250304
124294,20250216
124294,20250217
124294,20250218
124317,20250302
124317,20250303
124317,20250304
124318,20250223
124318,20250224
124318,20250225
124320,20250223
124320,20250224
124320,20250225
124323,20250223
124323,20250224
124323,20250225
124340,20250302
124340,20250303
124340,20250304
124341,20250309
124341,20250310
124341,20250311
124409,20250302
124409,20250303
124409,20250304
124415,20250302
124415,20250303
124415,20250304
124416,20250302
124416,20250303
124416,20250304
124417,20250302
124417,20250303
124417,20250304
124418,20250302
124418,20250303
124418,20250304
124419,20250302
124419,20250303
124419,20250304
124420,20250302
124420,20250303
124420,20250304
124424,20250302
124424,20250303
124424,20250304
124426,20250302
124426,20250303
124426,20250304
124430,20250330
124430,20250331
124430,20250401
124431,20250302
124431,20250303
124431,20250304
124432,20250302
124432,20250303
124432,20250304
124435,20250309
124435,20250310
124435,20250311
124437,20250302
124437,20250303
124437,20250304
124459,20250302
124459,20250303
124459,20250304
124460,20250302
124460,20250303
124460,20250304
124518,20250309
124518,20250310
124518,20250311
124519,20250309
124519,20250310
124519,20250311
124523,20250323
124523,20250324
124523,20250325
124524,20250323
124524,20250324
124524,20250325
124562,20250316
124562,20250317
124562,20250318
124563,20250316
124563,20250317
124563,20250318
124623,20250316
124623,20250317
124623,20250318
124627,20250323
124627,20250324
124627,20250325
124628,20250316
124628,20250317
124628,20250318
124629,20250323
124629,20250324
124629,20250325
124630,20250330
124630,20250331
124630,20250401
124631,20250316
124631,20250317
124631,20250318
124632,20250316
124632,20250317
124632,20250318
124633,20250316
124633,20250317
124633,20250318
124686,20250323
124686,20250324
124686,20250325
124765,20250406
124765,20250407
124765,20250408
124766,20250406
124766,20250407
124766,20250408
124767,20250330
124767,20250331
124767,20250401
124768,20250330
124768,20250331
124768,20250401
124769,20250330
124769,20250331
124769,20250401
124770,20250330
124770,20250331
124770,20250401
124778,20250413
124778,20250414
124778,20250415
124780,20250330
124780,20250331
124780,20250401
124781,20250401
124781,20250402
124781,20250403
124786,20250330
124786,20250331
124786,20250401
124787,20250330
124787,20250331
124787,20250401
124789,20250330
124789,20250331
124789,20250401
124791,20250408
124791,20250409
124791,20250410
124792,20250406
124792,20250407
124792,20250408
124834,20250330
124834,20250331
124834,20250401
124931,20250413
124931,20250414
124931,20250415
124953,20250413
124953,20250414
124953,20250415
124954,20250413
124954,20250414
124954,20250415
124972,20250413
124972,20250414
124972,20250415
124973,20250420
124973,20250421
124973,20250422
124976,20250413
124976,20250414
124976,20250415
124977,20250406
124977,20250407
124977,20250408
124979,20250413
124979,20250414
124979,20250415
124981,20250413
124981,20250414
124981,20250415
124993,20250413
124993,20250414
124993,20250415
125003,20250413
125003,20250414
125003,20250415
125004,20250413
125004,20250414
125004,20250415
125005,20250413
125005,20250414
125005,20250415
125006,20250413
125006,20250414
125006,20250415
125083,20250420
125083,20250421
125083,20250422
125120,20250420
125120,20250421
125120,20250422
125212,20250427
125212,20250428
125212,20250429
125216,20250427
125216,20250428
125216,20250429
125218,20250427
125218,20250428
125218,20250429
125219,20250427
125219,20250428
125219,20250429
125232,20250427
125232,20250428
125232,20250429
125239,20250427
125239,20250428
125239,20250429
125279,20250504
125279,20250505
125279,20250506
125309,20250504
125309,20250505
125309,20250506
125310,20250504
125310,20250505
125310,20250506
125318,20250504
125318,20250505
125318,20250506
125319,20250504
125319,20250505
125319,20250506
125320,20250504
125320,20250505
125320,20250506
125321,20250504
125321,20250505
125321,20250506
125322,20250504
125322,20250505
125322,20250506
125323,20250504
125323,20250505
125323,20250506
125339,20250511
125339,20250512
125339,20250513
125374,20250505
125374,20250506
125374,20250507
125385,20250504
125385,20250505
125385,20250506
125439,20250504
125439,20250505
125439,20250506
125453,20250504
125453,20250505
125453,20250506
125454,20250511
125454,20250512
125454,20250513
125455,20250511
125455,20250512
125455,20250513
125460,20250511
125460,20250512
125460,20250513
125461,20250504
125461,20250505
125461,20250506
125462,20250511
125462,20250512
125462,20250513
125463,20250511
125463,20250512
125463,20250513
125464,20250511
125464,20250512
125464,20250513
125465,20250511
125465,20250512
125465,20250513
125466,20250511
125466,20250512
125466,20250513
125489,20250518
125489,20250519
125489,20250520
125592,20250525
125592,20250526
125592,20250527
125631,20250518
125631,20250519
125631,20250520
125633,20250525
125633,20250526
125633,20250527
125636,20250518
125636,20250519
125636,20250520
125638,20250518
125638,20250519
125638,20250520
125642,20250518
125642,20250519
125642,20250520
125643,20250518
125643,20250519
125643,20250520
125644,20250518
125644,20250519
125644,20250520
125645,20250518
125645,20250519
125645,20250520
125646,20250601
125646,20250602
125646,20250603
125649,20250525
125649,20250526
125649,20250527
125650,20250525
125650,20250526
125650,20250527
125677,20250525
125677,20250526
125677,20250527
125678,20250525
125678,20250526
125678,20250527
125707,20250525
125707,20250526
125707,20250527
125708,20250525
125708,20250526
125708,20250527
125711,20250525
125711,20250526
125711,20250527
125712,20250601
125712,20250602
125712,20250603
125715,20250601
125715,20250602
125715,20250603
125718,20250610
125718,20250611
125718,20250612
125722,20250525
125722,20250526
125722,20250527
125771,20250601
125771,20250602
125771,20250603
125780,20250601
125780,20250602
125780,20250603
125781,20250601
125781,20250602
125781,20250603
125824,20250601
125824,20250602
125824,20250603
125825,20250608
125825,20250609
125825,20250610
125844,20250601
125844,20250602
125844,20250603
125845,20250525
125845,20250526
125845,20250527
125850,20250608
125850,20250609
125850,20250610
125855,20250601
125855,20250602
125855,20250603
125856,20250601
125856,20250602
125856,20250603
125897,20250603
125897,20250604
125897,20250605
125911,20250608
125911,20250609
125911,20250610
125916,20250615
125916,20250616
125916,20250617
125918,20250615
125918,20250616
125918,20250617
125988,20250615
125988,20250616
125988,20250617
125989,20250615
125989,20250616
125989,20250617
125990,20250615
125990,20250616
125990,20250617
126008,20250615
126008,20250616
126008,20250617
126009,20250615
126009,20250616
126009,20250617
126010,20250615
126010,20250616
126010,20250617
126011,20250615
126011,20250616
126011,20250617
126012,20250622
126012,20250623
126012,20250624
126014,20250622
126014,20250623
126014,20250624
126016,20250615
126016,20250616
126016,20250617
126052,20250622
126052,20250623
126052,20250624
126054,20250622
126054,20250623
126054,20250624
126072,20250622
126072,20250623
126072,20250624
126074,20250622
126074,20250623
126074,20250624
126183,20250629
126183,20250630
126183,20250701
126247,20250629
126247,20250630
126247,20250701
126248,20250629
126248,20250630
126248,20250701
126249,20250706
126249,20250707
126249,20250708
126266,20250629
126266,20250630
126266,20250701
126268,20250629
126268,20250630
126268,20250701
126269,20250629
126269,20250630
126269,20250701
126271,20250713
126271,20250714
126271,20250715
126272,20250706
126272,20250707
126272,20250708
126273,20250706
126273,20250707
126273,20250708
126332,20250706
126332,20250707
126332,20250708
126347,20250706
126347,20250707
126347,20250708
126354,20250706
126354,20250707
126354,20250708
126390,20250706
126390,20250707
126390,20250708
126427,20250713
126427,20250714
126427,20250715
126439,20250713
126439,20250714
126439,20250715
126440,20250713
126440,20250714
126440,20250715
126443,20250727
126443,20250728
126443,20250729
126444,20250720
126444,20250721
126444,20250722
126445,20250720
126445,20250721
126445,20250722
126446,20250720
126446,20250721
126446,20250722
126447,20250720
126447,20250721
126447,20250722
126448,20250713
126448,20250714
126448,20250715
126456,20250713
126456,20250714
126456,20250715
126457,20250713
126457,20250714
126457,20250715
126459,20250713
126459,20250714
126459,20250715
126460,20250713
126460,20250714
126460,20250715
126461,20250713
126461,20250714
126461,20250715
126466,20250720
126466,20250721
126466,20250722
126528,20250720
126528,20250721
126528,20250722
126529,20250720
126529,20250721
126529,20250722
126538,20250720
126538,20250721
126538,20250722
126539,20250720
126539,20250721
126539,20250722
126540,20250720
126540,20250721
126540,20250722
126544,20250720
126544,20250721
126544,20250722
126545,20250721
126545,20250722
126545,20250723
126546,20250720
126546,20250721
126546,20250722
126547,20250720
126547,20250721
126547,20250722
126736,20250727
126736,20250728
126736,20250729
126747,20250727
126747,20250728
126747,20250729
126749,20250727
126749,20250728
126749,20250729
126751,20250727
126751,20250728
126751,20250729
126752,20250727
126752,20250728
126752,20250729
126756,20250803
126756,20250804
126756,20250805
126760,20250803
126760,20250804
126760,20250805
126761,20250803
126761,20250804
126761,20250805
126823,20250803
126823,20250804
126823,20250805
126861,20250803
126861,20250804
126861,20250805
126862,20250803
126862,20250804
126862,20250805
127046,20250817
127046,20250818
127046,20250819
127109,20250810
127109,20250811
127109,20250812
127110,20250810
127110,20250811
127110,20250812
127111,20250810
127111,20250811
127111,20250812
127139,20250804
127139,20250805
127139,20250806
127145,20250804
127145,20250805
127145,20250806
127147,20250817
127147,20250818
127147,20250819
127176,20250824
127176,20250825
127176,20250826
127203,20250817
127203,20250818
127203,20250819
127488,20250831
127488,20250901
127488,20250902
127489,20250831
127489,20250901
127489,20250902
127537,20250826
127537,20250827
127537,20250828
127538,20250819
127538,20250820
127538,20250821
127539,20250826
127539,20250827
127539,20250828
127540,20250819
127540,20250820
127540,20250821
127547,20250819
127547,20250820
127547,20250821
127549,20250824
127549,20250825
127549,20250826
127550,20250824
127550,20250825
127550,20250826
127563,20250824
127563,20250825
127563,20250826
127714,20250831
127714,20250901
127714,20250902
127857,20250831
127857,20250901
127857,20250902
127860,20250831
127860,20250901
127860,20250902
127914,20250907
127914,20250908
127914,20250909
128048,20250907
128048,20250908
128048,20250909
128054,20250914
128054,20250915
128054,20250916
128056,20250907
128056,20250908
128056,20250909
128057,20250907
128057,20250908
128057,20250909
128087,20250915
128087,20250916
128087,20250917
128126,20250914
128126,20250915
128126,20250916
128128,20250914
128128,20250915
128128,20250916
128139,20250928
128139,20250929
128139,20250930
128142,20250914
128142,20250915
128142,20250916
128143,20250914
128143,20250915
128143,20250916
128144,20250914
128144,20250915
128144,20250916
128156,20250921
128156,20250922
128156,20250923
128169,20250921
128169,20250922
128169,20250923
128171,20250921
128171,20250922
128171,20250923
128291,20250921
128291,20250922
128291,20250923
128298,20250921
128298,20250922
128298,20250923
128303,20250921
128303,20250922
128303,20250923
128306,20250921
128306,20250922
128306,20250923
128309,20250921
128309,20250922
128309,20250923
128310,20250928
128310,20250929
128310,20250930
128313,20250928
128313,20250929
128313,20250930
128344,20250921
128344,20250922
128344,20250923
128348,20250928
128348,20250929
128348,20250930
128375,20250928
128375,20250929
128375,20250930
128396,20250930
128396,20251001
128396,20251002
128397,20250930
128397,20251001
128397,20251002
128474,20250928
128474,20250929
128474,20250930
128529,20250928
128529,20250929
128529,20250930
128548,20251005
128548,20251006
128548,20251007
128578,20251005
128578,20251006
128578,20251007
128579,20251005
128579,20251006
128579,20251007
128580,20251005
128580,20251006
128580,20251007
128586,20251005
128586,20251006
128586,20251007
128606,20251005
128606,20251006
128606,20251007
128631,20251005
128631,20251006
128631,20251007
128728,20251019
128728,20251020
128728,20251021
128731,20251005
128731,20251006
128731,20251007
128733,20251102
128733,20251103
128733,20251104
128734,20251019
128734,20251020
128734,20251021
128770,20251019
128770,20251020
128770,20251021
128788,20251019
128788,20251020
128788,20251021
128789,20251019
128789,20251020
128789,20251021
128790,20251019
128790,20251020
128790,20251021
128793,20251019
128793,20251020
128793,20251021
128811,20251109
128811,20251110
128811,20251111
128834,20251026
128834,20251027
128834,20251028
128850,20251026
128850,20251027
128850,20251028
128870,20251102
128870,20251103
128870,20251104
128922,20251102
128922,20251103
128922,20251104
128932,20251102
128932,20251103
128932,20251104
128936,20251102
128936,20251103
128936,20251104
128937,20251102
128937,20251103
128937,20251104
128938,20251102
128938,20251103
128938,20251104
128939,20251102
128939,20251103
128939,20251104
128947,20251102
128947,20251103
128947,20251104
128949,20251102
128949,20251103
128949,20251104
128952,20251026
128952,20251027
128952,20251028
128953,20251104
128953,20251105
128953,20251106
128954,20251102
128954,20251103
128954,20251104
128955,20251102
128955,20251103
128955,20251104
128956,20251102
128956,20251103
128956,20251104
128958,20251102
128958,20251103
128958,20251104
128959,20251102
128959,20251103
128959,20251104
128961,20251102
128961,20251103
128961,20251104
129026,20251109
129026,20251110
129026,20251111
129170,20251109
129170,20251110
129170,20251111
129172,20251109
129172,20251110
129172,20251111
129174,20251109
129174,20251110
129174,20251111
129178,20251109
129178,20251110
129178,20251111
129179,20251109
129179,20251110
129179,20251111
129182,20251109
129182,20251110
129182,20251111
129344,20251116
129344,20251117
129344,20251118
129389,20251116
129389,20251117
129389,20251118
129390,20251116
129390,20251117
129390,20251118
129391,20251116
129391,20251117
129391,20251118
129393,20251116
129393,20251117
129393,20251118
129401,20251116
129401,20251117
129401,20251118
129402,20251116
129402,20251117
129402,20251118
129524,20251207
129524,20251208
129524,20251209
129527,20251123
129527,20251124
129527,20251125
129528,20251123
129528,20251124
129528,20251125
129529,20251123
129529,20251124
129529,20251125
129530,20251123
129530,20251124
129530,20251125
129541,20251123
129541,20251124
129541,20251125
129551,20251123
129551,20251124
129551,20251125
129553,20251123
129553,20251124
129553,20251125
129561,20251123
129561,20251124
129561,20251125
129562,20251123
129562,20251124
129562,20251125
129563,20251123
129563,20251124
129563,20251125
129565,20251207
129565,20251208
129565,20251209
129566,20251130
129566,20251201
129566,20251202
129632,20251130
129632,20251201
129632,20251202
129633,20251130
129633,20251201
129633,20251202
129639,20251130
129639,20251201
129639,20251202
129641,20251130
129641,20251201
129641,20251202
129650,20251130
129650,20251201
129650,20251202
129651,20251130
